"_id","area","y2008","y2017","total_ids"
"p000001","rb",3,1,4
"p000002","rb",2,1,3
"p000003","rb",1,1,2
"p000004","rb",1,1,2
"p000005","rb",1,2,3
"p000006","rb",1,1,2
"p000007","rb",1,3,4
"p000008","rb",1,1,2
"p000009","rb",1,2,3
"p000010","rb",2,1,3
"p000011","rb",1,1,2
"p000012","rb",1,1,2
"p000013","rb",1,3,4
"p000014","rb",1,1,2
"p000015","rb",1,1,2
"p000016","rb",1,0,1
"p000017","rb",3,1,4
"p000018","rb",1,1,2
"p000019","rb",1,1,2
"p000020","rb",1,1,2
"p000021","rb",1,2,3
"p000022","rb",1,1,2
"p000023","rb",2,1,3
"p000024","rb",1,1,2
"p000025","rb",1,2,3
"p000026","rb",1,1,2
"p000027","rb",1,1,2
"p000028","rb",3,1,4
"p000029","rb",1,2,3
"p000030","rb",1,1,2
"p000031","rb",2,1,3
"p000032","rb",1,1,2
"p000033","rb",1,1,2
"p000034","rb",1,2,3
"p000035","rb",1,1,2
"p000036","rb",2,2,4
"p000037","rb",1,1,2
"p000038","rb",1,1,2
"p000039","rb",1,1,2
"p000040","rb",1,1,2
"p000041","rb",1,1,2
"p000042","rb",1,1,2
"p000043","rb",1,1,2
"p000044","rb",1,1,2
"p000045","rb",2,1,3
"p000046","rb",2,1,3
"p000047","rb",1,2,3
"p000048","rb",2,1,3
"p000049","rb",1,2,3
"p000050","rb",0,1,1
"p000051","rb",2,1,3
"p000052","rb",1,1,2
"p000053","rb",1,3,4
"p000054","rb",1,1,2
"p000055","rb",1,1,2
"p000056","rb",1,0,1
"p000057","rb",2,1,3
"p000058","rb",2,1,3
"p000059","rb",1,1,2
"p000060","rb",1,1,2
"p000061","rb",2,2,4
"p000062","rb",2,0,2
"p000063","rb",1,1,2
"p000064","rb",0,1,1
"p000065","rb",2,0,2
"p000066","rb",1,1,2
"p000067","rb",2,1,3
"p000068","rb",2,1,3
"p000069","rb",1,1,2
"p000070","rb",1,2,3
"p000071","rb",1,2,3
"p000072","rb",1,1,2
"p000073","rb",2,2,4
"p000074","rb",1,1,2
"p000075","rb",1,1,2
"p000076","rb",2,1,3
"p000077","rb",1,4,5
"p000078","rb",1,1,2
"p000079","rb",1,2,3
"p000080","rb",1,1,2
"p000081","rb",1,1,2
"p000082","rb",2,1,3
"p000083","rb",1,1,2
"p000084","rb",1,1,2
"p000085","rb",1,1,2
"p000086","rb",2,1,3
"p000087","rb",1,2,3
"p000088","rb",1,1,2
"p000089","rb",1,1,2
"p000090","rb",1,1,2
"p000091","rb",1,1,2
"p000092","rb",1,1,2
"p000093","rb",1,1,2
"p000094","rb",1,1,2
"p000095","rb",1,1,2
"p000096","rb",1,1,2
"p000097","rb",3,1,4
"p000098","rb",3,2,5
"p000099","rb",1,1,2
"p000100","rb",1,1,2
"p000101","rb",2,1,3
"p000102","rb",1,1,2
"p000103","rb",1,2,3
"p000104","rb",1,1,2
"p000105","rb",1,1,2
"p000106","rb",1,1,2
"p000107","rb",2,1,3
"p000108","rb",1,1,2
"p000109","rb",1,1,2
"p000110","rb",1,1,2
"p000111","rb",1,3,4
"p000112","rb",1,1,2
"p000113","rb",1,1,2
"p000114","rb",2,2,4
"p000115","rb",1,1,2
"p000116","rb",1,1,2
"p000117","rb",1,1,2
"p000118","rb",1,1,2
"p000119","rb",1,1,2
"p000120","rb",0,1,1
"p000121","rb",1,1,2
"p000122","rb",2,1,3
"p000123","rb",1,1,2
"p000124","rb",2,3,5
"p000125","rb",1,1,2
"p000126","rb",1,2,3
"p000127","rb",3,1,4
"p000128","rb",1,1,2
"p000129","rb",1,1,2
"p000130","rb",2,1,3
"p000131","rb",2,1,3
"p000132","rb",1,1,2
"p000133","rb",1,1,2
"p000134","rb",1,1,2
"p000135","rb",1,1,2
"p000136","rb",2,1,3
"p000137","rb",2,0,2
"p000138","rb",2,2,4
"p000139","rb",1,1,2
"p000140","rb",1,1,2
"p000141","rb",1,2,3
"p000142","rb",1,1,2
"p000143","rb",2,1,3
"p000144","rb",1,1,2
"p000145","rb",1,1,2
"p000146","rb",1,1,2
"p000147","rb",1,1,2
"p000148","rb",1,1,2
"p000149","rb",1,1,2
"p000150","rb",1,3,4
"p000151","rb",1,1,2
"p000152","rb",2,1,3
"p000153","rb",1,3,4
"p000154","rb",2,2,4
"p000155","rb",2,1,3
"p000156","rb",1,1,2
"p000157","rb",2,1,3
"p000158","rb",1,1,2
"p000159","rb",2,1,3
"p000160","rb",1,1,2
"p000161","rb",1,1,2
"p000162","rb",1,1,2
"p000163","rb",1,2,3
"p000164","rb",1,2,3
"p000165","rb",1,1,2
"p000166","rb",1,1,2
"p000167","rb",2,1,3
"p000168","rb",3,1,4
"p000169","rb",1,1,2
"p000170","rb",1,1,2
"p000171","rb",2,1,3
"p000172","rb",2,2,4
"p000173","rb",1,1,2
"p000174","rb",1,2,3
"p000175","rb",1,1,2
"p000176","rb",1,1,2
"p000177","rb",1,1,2
"p000178","rb",1,1,2
"p000179","rb",1,1,2
"p000180","rb",1,2,3
"p000181","rb",1,2,3
"p000182","rb",1,1,2
"p000183","rb",1,2,3
"p000184","rb",1,2,3
"p000185","rb",1,2,3
"p000186","rb",2,1,3
"p000187","rb",1,3,4
"p000188","rb",1,1,2
"p000189","rb",1,1,2
"p000190","rb",1,1,2
"p000191","rb",1,1,2
"p000192","rb",2,2,4
"p000193","rb",1,1,2
"p000194","rb",1,2,3
"p000195","rb",1,1,2
"p000196","rb",1,2,3
"p000197","rb",0,1,1
"p000198","rb",1,2,3
"p000199","rb",1,1,2
"p000200","rb",1,1,2
"p000201","rb",2,1,3
"p000202","rb",2,1,3
"p000203","rb",1,1,2
"p000204","rb",3,1,4
"p000205","rb",1,1,2
"p000206","rb",1,1,2
"p000207","rb",1,1,2
"p000208","rb",2,1,3
"p000209","rb",1,1,2
"p000210","rb",1,1,2
"p000211","rb",1,1,2
"p000212","rb",1,1,2
"p000213","rb",2,1,3
"p000214","rb",1,1,2
"p000215","rb",1,1,2
"p000216","rb",1,1,2
"p000217","rb",1,1,2
"p000218","rb",1,1,2
"p000219","rb",1,1,2
"p000220","rb",2,2,4
"p000221","rb",1,1,2
"p000222","rb",1,1,2
"p000223","rb",1,3,4
"p000224","rb",2,1,3
"p000225","rb",1,2,3
"p000226","rb",1,3,4
"p000227","rb",1,1,2
"p000228","rb",1,1,2
"p000229","rb",1,1,2
"p000230","rb",1,1,2
"p000231","rb",1,1,2
"p000232","rb",1,2,3
"p000233","rb",2,1,3
"p000234","rb",1,1,2
"p000235","rb",1,1,2
"p000236","rb",2,1,3
"p000237","rb",1,2,3
"p000238","rb",1,1,2
"p000239","rb",1,1,2
"p000240","rb",1,1,2
"p000241","rb",2,1,3
"p000242","rb",2,1,3
"p000243","rb",1,2,3
"p000244","rb",2,2,4
"p000245","rb",1,2,3
"p000246","rb",1,2,3
"p000247","rb",1,2,3
"p000248","rb",1,1,2
"p000249","rb",1,2,3
"p000250","rb",1,1,2
"p000251","rb",1,3,4
"p000252","rb",2,1,3
"p000253","rb",1,1,2
"p000254","rb",1,3,4
"p000255","rb",1,1,2
"p000256","rb",2,2,4
"p000257","rb",1,2,3
"p000258","rb",1,2,3
"p000259","rb",1,1,2
"p000260","rb",1,4,5
"p000261","rb",2,1,3
"p000262","rb",3,1,4
"p000263","rb",1,1,2
"p000264","rb",1,2,3
"p000265","rb",1,2,3
"p000266","rb",1,1,2
"p000267","rb",1,1,2
"p000268","rb",1,1,2
"p000269","rb",1,1,2
"p000270","rb",1,1,2
"p000271","rb",1,1,2
"p000272","rb",1,1,2
"p000273","rb",2,1,3
"p000274","rb",1,1,2
"p000275","rb",1,1,2
"p000276","rb",2,1,3
"p000277","rb",1,1,2
"p000278","rb",1,1,2
"p000279","rb",1,1,2
"p000280","rb",1,1,2
"p000281","rb",2,2,4
"p000282","rb",1,1,2
"p000283","rb",1,1,2
"p000284","rb",1,2,3
"p000285","rb",2,1,3
"p000286","rb",1,1,2
"p000287","rb",1,2,3
"p000288","rb",1,1,2
"p000289","rb",2,1,3
"p000290","rb",1,1,2
"p000291","rb",1,1,2
"p000292","rb",1,1,2
"p000293","rb",1,2,3
"p000294","rb",1,1,2
"p000295","rb",1,2,3
"p000296","rb",1,1,2
"p000297","rb",1,2,3
"p000298","rb",1,1,2
"p000299","rb",1,1,2
"p000300","rb",1,1,2
"p000301","rb",1,1,2
"p000302","rb",1,1,2
"p000303","rb",1,2,3
"p000304","rb",1,1,2
"p000305","rb",2,2,4
"p000306","rb",1,1,2
"p000307","rb",1,2,3
"p000308","rb",2,1,3
"p000309","rb",2,1,3
"p000310","rb",1,1,2
"p000311","rb",2,2,4
"p000312","rb",1,2,3
"p000313","rb",1,1,2
"p000314","rb",1,1,2
"p000315","rb",1,1,2
"p000316","rb",1,1,2
"p000317","rb",0,2,2
"p000318","rb",2,3,5
"p000319","rb",1,1,2
"p000320","rb",0,1,1
"p000321","rb",1,1,2
"p000322","rb",1,1,2
"p000323","rb",1,1,2
"p000324","rb",1,1,2
"p000325","rb",1,2,3
"p000326","rb",1,1,2
"p000327","rb",1,1,2
"p000328","rb",1,1,2
"p000329","rb",1,1,2
"p000330","rb",2,1,3
"p000331","rb",1,1,2
"p000332","rb",1,2,3
"p000333","rb",1,2,3
"p000334","rb",2,2,4
"p000335","rb",2,1,3
"p000336","rb",1,2,3
"p000337","rb",1,1,2
"p000338","rb",2,1,3
"p000339","rb",3,4,7
"p000340","rb",1,1,2
"p000341","rb",1,1,2
"p000342","rb",2,1,3
"p000343","rb",1,1,2
"p000344","rb",0,0,0
"p000345","rb",1,1,2
"p000346","rb",1,1,2
"p000347","rb",2,2,4
"p000348","rb",1,1,2
"p000349","rb",1,0,1
"p000350","rb",1,1,2
"p000351","rb",1,1,2
"p000352","rb",1,1,2
"p000353","rb",2,1,3
"p000354","rb",2,1,3
"p000355","rb",2,1,3
"p000356","rb",1,1,2
"p000357","rb",1,1,2
"p000358","rb",1,1,2
"p000359","rb",1,1,2
"p000360","rb",1,1,2
"p000361","rb",1,2,3
"p000362","rb",2,1,3
"p000363","rb",1,2,3
"p000364","rb",1,2,3
"p000365","rb",1,1,2
"p000366","rb",1,1,2
"p000367","rb",1,3,4
"p000368","rb",2,1,3
"p000369","rb",1,1,2
"p000370","rb",1,2,3
"p000371","rb",1,1,2
"p000372","rb",1,1,2
"p000373","rb",2,3,5
"p000374","rb",2,1,3
"p000375","rb",1,1,2
"p000376","rb",1,2,3
"p000377","rb",1,1,2
"p000378","rb",1,1,2
"p000379","rb",2,1,3
"p000380","rb",1,1,2
"p000381","rb",1,1,2
"p000382","rb",1,1,2
"p000383","rb",2,1,3
"p000384","rb",1,1,2
"p000385","rb",1,1,2
"p000386","rb",1,1,2
"p000387","rb",1,1,2
"p000388","rb",1,1,2
"p000389","rb",1,1,2
"p000390","rb",1,2,3
"p000391","rb",1,0,1
"p000392","rb",1,1,2
"p000393","rb",1,1,2
"p000394","rb",1,1,2
"p000395","rb",2,2,4
"p000396","rb",1,1,2
"p000397","rb",1,1,2
"p000398","rb",1,2,3
"p000399","rb",3,1,4
"p000400","rb",1,1,2
"p000401","rb",2,1,3
"p000402","rb",1,1,2
"p000403","rb",1,1,2
"p000404","rb",1,1,2
"p000405","rb",1,2,3
"p000406","rb",1,1,2
"p000407","rb",1,1,2
"p000408","rb",1,1,2
"p000409","rb",2,2,4
"p000410","rb",1,1,2
"p000411","rb",1,1,2
"p000412","rb",1,1,2
"p000413","rb",1,1,2
"p000414","rb",1,1,2
"p000415","rb",1,1,2
"p000416","rb",3,1,4
"p000417","rb",1,1,2
"p000418","rb",2,2,4
"p000419","rb",1,1,2
"p000420","rb",1,1,2
"p000421","rb",2,1,3
"p000422","rb",1,1,2
"p000423","rb",2,1,3
"p000424","rb",1,2,3
"p000425","rb",1,2,3
"p000426","rb",1,1,2
"p000427","rb",1,1,2
"p000428","rb",1,1,2
"p000429","rb",1,1,2
"p000430","rb",2,1,3
"p000431","rb",2,1,3
"p000432","rb",1,1,2
"p000433","rb",1,1,2
"p000434","rb",1,3,4
"p000435","rb",3,1,4
"p000436","rb",1,1,2
"p000437","rb",1,2,3
"p000438","rb",1,1,2
"p000439","rb",1,1,2
"p000440","rb",1,2,3
"p000441","rb",1,2,3
"p000442","rb",1,1,2
"p000443","rb",2,0,2
"p000444","rb",1,1,2
"p000445","rb",2,1,3
"p000446","rb",1,2,3
"p000447","rb",1,1,2
"p000448","rb",1,4,5
"p000449","rb",1,1,2
"p000450","rb",2,1,3
"p000451","rb",1,1,2
"p000452","rb",1,1,2
"p000453","rb",0,1,1
"p000454","rb",1,1,2
"p000455","rb",1,2,3
"p000456","rb",1,1,2
"p000457","rb",1,1,2
"p000458","rb",1,1,2
"p000459","rb",1,1,2
"p000460","rb",1,2,3
"p000461","rb",2,1,3
"p000462","rb",1,2,3
"p000463","rb",2,1,3
"p000464","rb",1,2,3
"p000465","rb",1,1,2
"p000466","rb",1,1,2
"p000467","rb",3,2,5
"p000468","rb",1,1,2
"p000469","rb",2,1,3
"p000470","rb",1,2,3
"p000471","rb",1,0,1
"p000472","rb",1,2,3
"p000473","rb",1,2,3
"p000474","rb",1,1,2
"p000475","rb",2,2,4
"p000476","rb",2,2,4
"p000477","rb",1,1,2
"p000478","rb",2,1,3
"p000479","rb",1,1,2
"p000480","rb",1,1,2
"p000481","rb",1,1,2
"p000482","rb",1,1,2
"p000483","rb",2,1,3
"p000484","rb",1,1,2
"p000485","rb",2,1,3
"p000486","rb",1,1,2
"p000487","rb",2,1,3
"p000488","rb",1,1,2
"p000489","rb",2,1,3
"p000490","rb",1,1,2
"p000491","rb",1,1,2
"p000492","rb",1,1,2
"p000493","rb",1,1,2
"p000494","rb",1,0,1
"p000495","rb",1,1,2
"p000496","rb",1,1,2
"p000497","rb",2,2,4
"p000498","rb",1,2,3
"p000499","rb",1,1,2
"p000500","rb",2,1,3
"p000501","rb",1,1,2
"p000502","rb",0,1,1
"p000503","rb",2,1,3
"p000504","rb",1,2,3
"p000505","rb",1,1,2
"p000506","rb",1,2,3
"p000507","rb",1,1,2
"p000508","rb",1,1,2
"p000509","rb",1,1,2
"p000510","rb",1,1,2
"p000511","rb",1,1,2
"p000512","rb",1,2,3
"p000513","rb",2,1,3
"p000514","rb",1,0,1
"p000515","rb",1,0,1
"p000516","rb",1,1,2
"p000517","rb",2,1,3
"p000518","rb",2,2,4
"p000519","rb",1,2,3
"p000520","rb",3,1,4
"p000521","rb",1,2,3
"p000522","rb",1,1,2
"p000523","rb",1,2,3
"p000524","rb",1,1,2
"p000525","rb",2,1,3
"p000526","rb",1,0,1
"p000527","rb",2,2,4
"p000528","rb",1,3,4
"p000529","rb",1,1,2
"p000530","rb",1,1,2
"p000531","rb",1,1,2
"p000532","rb",2,1,3
"p000533","rb",1,1,2
"p000534","rb",1,1,2
"p000535","rb",1,1,2
"p000536","rb",1,1,2
"p000537","rb",1,1,2
"p000538","rb",2,1,3
"p000539","rb",1,2,3
"p000540","rb",1,1,2
"p000541","rb",2,1,3
"p000542","rb",1,1,2
"p000543","rb",1,3,4
"p000544","rb",1,1,2
"p000545","rb",1,1,2
"p000546","rb",1,2,3
"p000547","rb",1,1,2
"p000548","rb",1,2,3
"p000549","rb",1,1,2
"p000550","rb",1,1,2
"p000551","rb",1,1,2
"p000552","rb",1,1,2
"p000553","rb",2,2,4
"p000554","rb",1,2,3
"p000555","rb",1,2,3
"p000556","rb",1,2,3
"p000557","rb",1,1,2
"p000558","rb",1,1,2
"p000559","rb",1,0,1
"p000560","rb",2,2,4
"p000561","rb",3,2,5
"p000562","rb",2,1,3
"p000563","rb",1,1,2
"p000564","rb",1,1,2
"p000565","rb",1,1,2
"p000566","rb",1,1,2
"p000567","rb",1,1,2
"p000568","rb",2,2,4
"p000569","rb",2,1,3
"p000570","rb",1,2,3
"p000571","rb",2,1,3
"p000572","rb",2,1,3
"p000573","rb",2,2,4
"p000574","rb",1,2,3
"p000575","rb",1,2,3
"p000576","rb",2,1,3
"p000577","rb",1,1,2
"p000578","rb",1,2,3
"p000579","rb",1,1,2
"p000580","rb",2,1,3
"p000581","rb",2,1,3
"p000582","rb",1,1,2
"p000583","rb",1,1,2
"p000584","rb",1,2,3
"p000585","rb",1,2,3
"p000586","rb",2,3,5
"p000587","rb",1,1,2
"p000588","rb",1,1,2
"p000589","rb",1,1,2
"p000590","rb",1,1,2
"p000591","rb",1,1,2
"p000592","rb",2,2,4
"p000593","rb",2,1,3
"p000594","rb",3,1,4
"p000595","rb",1,1,2
"p000596","rb",2,2,4
"p000597","rb",3,1,4
"p000598","rb",1,2,3
"p000599","rb",1,1,2
"p000600","rb",2,1,3
"p000601","rb",1,1,2
"p000602","rb",3,1,4
"p000603","rb",1,1,2
"p000604","rb",1,1,2
"p000605","rb",1,2,3
"p000606","rb",1,1,2
"p000607","rb",1,1,2
"p000608","rb",1,1,2
"p000609","rb",1,1,2
"p000610","rb",1,1,2
"p000611","rb",1,2,3
"p000612","rb",1,1,2
"p000613","rb",2,1,3
"p000614","rb",0,1,1
"p000615","rb",1,2,3
"p000616","rb",1,1,2
"p000617","rb",1,3,4
"p000618","rb",1,1,2
"p000619","rb",1,2,3
"p000620","rb",1,1,2
"p000621","rb",1,1,2
"p000622","rb",1,1,2
"p000623","rb",2,1,3
"p000624","rb",3,1,4
"p000625","rb",2,1,3
"p000626","rb",1,1,2
"p000627","rb",1,2,3
"p000628","rb",2,2,4
"p000629","rb",1,1,2
"p000630","rb",1,1,2
"p000631","rb",2,1,3
"p000632","rb",2,1,3
"p000633","rb",1,1,2
"p000634","rb",2,1,3
"p000635","rb",1,1,2
"p000636","rb",1,1,2
"p000637","rb",1,1,2
"p000638","rb",1,1,2
"p000639","rb",2,1,3
"p000640","rb",1,1,2
"p000641","rb",1,1,2
"p000642","rb",1,1,2
"p000643","rb",2,3,5
"p000644","rb",1,1,2
"p000645","rb",1,1,2
"p000646","rb",1,1,2
"p000647","rb",1,2,3
"p000648","rb",1,1,2
"p000649","rb",1,1,2
"p000650","rb",1,1,2
"p000651","rb",1,1,2
"p000652","rb",2,1,3
"p000653","rb",1,1,2
"p000654","rb",1,2,3
"p000655","rb",1,1,2
"p000656","rb",1,1,2
"p000657","rb",1,2,3
"p000658","rb",1,1,2
"p000659","rb",3,1,4
"p000660","rb",1,1,2
"p000661","rb",1,1,2
"p000662","rb",1,1,2
"p000663","rb",1,1,2
"p000664","rb",1,1,2
"p000665","rb",1,1,2
"p000666","rb",1,1,2
"p000667","rb",1,2,3
"p000668","rb",1,2,3
"p000669","rb",1,1,2
"p000670","rb",1,1,2
"p000671","rb",1,1,2
"p000672","rb",1,1,2
"p000673","rb",3,1,4
"p000674","rb",1,1,2
"p000675","rb",1,3,4
"p000676","rb",1,1,2
"p000677","rb",1,1,2
"p000678","rb",3,1,4
"p000679","rb",1,1,2
"p000680","rb",1,1,2
"p000681","rb",2,1,3
"p000682","rb",1,1,2
"p000683","rb",1,1,2
"p000684","rb",1,2,3
"p000685","rb",1,1,2
"p000686","rb",1,1,2
"p000687","rb",2,1,3
"p000688","rb",1,2,3
"p000689","rb",1,1,2
"p000690","rb",1,1,2
"p000691","rb",1,3,4
"p000692","rb",1,1,2
"p000693","rb",3,1,4
"p000694","rb",1,2,3
"p000695","rb",1,2,3
"p000696","rb",2,1,3
"p000697","rb",1,1,2
"p000698","rb",1,1,2
"p000699","rb",3,1,4
"p000700","rb",1,1,2
"p000701","rb",1,0,1
"p000702","rb",1,3,4
"p000703","rb",2,1,3
"p000704","rb",1,1,2
"p000705","rb",1,1,2
"p000706","rb",1,1,2
"p000707","rb",1,1,2
"p000708","rb",1,1,2
"p000709","rb",1,1,2
"p000710","rb",2,1,3
"p000711","rb",2,1,3
"p000712","rb",1,1,2
"p000713","rb",1,2,3
"p000714","rb",1,1,2
"p000715","rb",2,1,3
"p000716","rb",1,1,2
"p000717","rb",2,1,3
"p000718","rb",1,1,2
"p000719","rb",2,2,4
"p000720","rb",2,4,6
"p000721","rb",1,3,4
"p000722","rb",1,1,2
"p000723","rb",1,1,2
"p000724","rb",1,1,2
"p000725","rb",1,1,2
"p000726","rb",2,2,4
"p000727","rb",3,1,4
"p000728","rb",1,2,3
"p000729","rb",1,1,2
"p000730","rb",1,1,2
"p000731","rb",1,2,3
"p000732","rb",2,1,3
"p000733","rb",2,1,3
"p000734","rb",2,2,4
"p000735","rb",1,1,2
"p000736","rb",1,2,3
"p000737","rb",1,1,2
"p000738","rb",1,1,2
"p000739","rb",1,1,2
"p000740","rb",2,1,3
"p000741","rb",1,2,3
"p000742","rb",1,3,4
"p000743","rb",1,1,2
"p000744","rb",1,2,3
"p000745","rb",1,1,2
"p000746","rb",1,1,2
"p000747","rb",2,0,2
"p000748","rb",2,1,3
"p000749","rb",2,1,3
"p000750","rb",1,1,2
"p000751","rb",1,1,2
"p000752","rb",1,1,2
"p000753","rb",1,2,3
"p000754","rb",1,1,2
"p000755","rb",1,1,2
"p000756","rb",1,1,2
"p000757","rb",1,1,2
"p000758","rb",1,1,2
"p000759","rb",1,1,2
"p000760","rb",1,1,2
"p000761","rb",1,1,2
"p000762","rb",1,1,2
"p000763","rb",1,1,2
"p000764","rb",3,1,4
"p000765","rb",1,1,2
"p000766","rb",1,3,4
"p000767","rb",2,1,3
"p000768","rb",1,1,2
"p000769","rb",1,2,3
"p000770","rb",1,1,2
"p000771","rb",1,1,2
"p000772","rb",1,1,2
"p000773","rb",1,2,3
"p000774","rb",1,1,2
"p000775","rb",1,1,2
"p000776","rb",3,1,4
"p000777","rb",2,1,3
"p000778","rb",2,2,4
"p000779","rb",2,1,3
"p000780","rb",2,1,3
"p000781","rb",1,1,2
"p000782","rb",1,2,3
"p000783","rb",1,1,2
"p000784","rb",1,2,3
"p000785","rb",1,1,2
"p000786","rb",1,2,3
"p000787","rb",1,0,1
"p000788","rb",2,2,4
"p000789","rb",1,1,2
"p000790","rb",1,1,2
"p000791","rb",1,1,2
"p000792","rb",1,1,2
"p000793","rb",1,1,2
"p000794","rb",1,1,2
"p000795","rb",1,2,3
"p000796","rb",2,1,3
"p000797","rb",1,1,2
"p000798","rb",0,1,1
"p000799","rb",1,1,2
"p000800","rb",3,1,4
"p000801","rb",1,1,2
"p000802","rb",1,1,2
"p000803","rb",1,1,2
"p000804","rb",1,1,2
"p000805","rb",1,1,2
"p000806","rb",2,2,4
"p000807","rb",1,2,3
"p000808","rb",1,1,2
"p000809","rb",1,1,2
"p000810","rb",1,1,2
"p000811","rb",1,1,2
"p000812","rb",1,1,2
"p000813","rb",2,1,3
"p000814","rb",1,2,3
"p000815","rb",1,1,2
"p000816","rb",1,1,2
"p000817","rb",1,1,2
"p000818","rb",1,1,2
"p000819","rb",1,1,2
"p000820","rb",0,1,1
"p000821","rb",2,1,3
"p000822","rb",1,1,2
"p000823","rb",1,1,2
"p000824","rb",1,0,1
"p000825","rb",1,1,2
"p000826","rb",2,1,3
"p000827","rb",1,1,2
"p000828","rb",2,1,3
"p000829","rb",2,1,3
"p000830","rb",1,1,2
"p000831","rb",2,1,3
"p000832","rb",2,1,3
"p000833","rb",1,1,2
"p000834","rb",1,1,2
"p000835","rb",2,2,4
"p000836","rb",1,0,1
"p000837","rb",1,1,2
"p000838","rb",1,1,2
"p000839","rb",1,2,3
"p000840","rb",1,1,2
"p000841","rb",1,2,3
"p000842","rb",1,2,3
"p000843","rb",2,1,3
"p000844","rb",1,1,2
"p000845","rb",1,2,3
"p000846","rb",2,2,4
"p000847","rb",0,1,1
"p000848","rb",1,1,2
"p000849","rb",1,3,4
"p000850","rb",1,1,2
"p000851","rb",1,1,2
"p000852","rb",1,1,2
"p000853","rb",1,1,2
"p000854","rb",1,1,2
"p000855","rb",1,1,2
"p000856","rb",1,1,2
"p000857","rb",1,1,2
"p000858","rb",1,1,2
"p000859","rb",1,2,3
"p000860","rb",2,1,3
"p000861","rb",2,2,4
"p000862","rb",3,1,4
"p000863","rb",1,1,2
"p000864","rb",2,1,3
"p000865","rb",1,1,2
"p000866","rb",2,1,3
"p000867","rb",2,1,3
"p000868","rb",1,1,2
"p000869","rb",4,1,5
"p000870","rb",1,2,3
"p000871","rb",1,2,3
"p000872","rb",2,1,3
"p000873","rb",1,1,2
"p000874","rb",1,1,2
"p000875","rb",2,1,3
"p000876","rb",1,2,3
"p000877","rb",1,1,2
"p000878","rb",1,2,3
"p000879","rb",2,1,3
"p000880","rb",1,2,3
"p000881","rb",1,1,2
"p000882","rb",1,3,4
"p000883","rb",1,2,3
"p000884","rb",1,1,2
"p000885","rb",1,1,2
"p000886","rb",1,2,3
"p000887","rb",2,1,3
"p000888","rb",1,1,2
"p000889","rb",1,2,3
"p000890","rb",1,2,3
"p000891","rb",1,1,2
"p000892","rb",1,1,2
"p000893","rb",1,1,2
"p000894","rb",1,1,2
"p000895","rb",1,2,3
"p000896","rb",1,1,2
"p000897","rb",1,1,2
"p000898","rb",1,1,2
"p000899","rb",1,1,2
"p000900","rb",1,2,3
"p000901","rb",2,1,3
"p000902","rb",3,2,5
"p000903","rb",1,2,3
"p000904","rb",1,1,2
"p000905","rb",1,1,2
"p000906","rb",1,1,2
"p000907","rb",4,1,5
"p000908","rb",1,2,3
"p000909","rb",2,1,3
"p000910","rb",1,1,2
"p000911","rb",2,3,5
"p000912","rb",1,1,2
"p000913","rb",1,3,4
"p000914","rb",2,1,3
"p000915","rb",1,1,2
"p000916","rb",1,2,3
"p000917","rb",1,1,2
"p000918","rb",1,1,2
"p000919","rb",1,1,2
"p000920","rb",1,0,1
"p000921","rb",1,2,3
"p000922","rb",1,1,2
"p000923","rb",2,1,3
"p000924","rb",1,1,2
"p000925","rb",2,1,3
"p000926","rb",1,1,2
"p000927","rb",1,1,2
"p000928","rb",1,1,2
"p000929","rb",1,1,2
"p000930","rb",3,1,4
"p000931","rb",2,2,4
"p000932","rb",1,2,3
"p000933","rb",1,1,2
"p000934","rb",1,2,3
"p000935","rb",1,3,4
"p000936","rb",1,2,3
"p000937","rb",1,1,2
"p000938","rb",1,1,2
"p000939","rb",2,2,4
"p000940","rb",3,1,4
"p000941","rb",2,1,3
"p000942","rb",1,1,2
"p000943","rb",1,1,2
"p000944","rb",2,1,3
"p000945","rb",1,1,2
"p000946","rb",1,1,2
"p000947","rb",1,2,3
"p000948","rb",1,1,2
"p000949","rb",1,1,2
"p000950","rb",1,1,2
"p000951","rb",1,1,2
"p000952","rb",1,1,2
"p000953","rb",1,1,2
"p000954","rb",2,1,3
"p000955","rb",1,2,3
"p000956","rb",1,1,2
"p000957","rb",1,1,2
"p000958","rb",1,2,3
"p000959","rb",2,2,4
"p000960","rb",1,1,2
"p000961","rb",1,2,3
"p000962","rb",1,1,2
"p000963","rb",2,1,3
"p000964","rb",2,0,2
"p000965","rb",2,1,3
"p000966","rb",1,2,3
"p000967","rb",1,1,2
"p000968","rb",1,2,3
"p000969","rb",1,1,2
"p000970","rb",1,2,3
"p000971","rb",2,2,4
"p000972","rb",1,1,2
"p000973","rb",1,1,2
"p000974","rb",3,1,4
"p000975","rb",1,2,3
"p000976","rb",1,1,2
"p000977","rb",2,1,3
"p000978","rb",1,1,2
"p000979","rb",1,1,2
"p000980","rb",2,1,3
"p000981","rb",2,1,3
"p000982","rb",1,1,2
"p000983","rb",2,1,3
"p000984","rb",1,1,2
"p000985","rb",1,1,2
"p000986","rb",1,2,3
"p000987","rb",1,1,2
"p000988","rb",1,1,2
"p000989","rb",1,1,2
"p000990","rb",0,1,1
"p000991","rb",0,1,1
"p000992","rb",2,1,3
"p000993","rb",2,1,3
"p000994","rb",2,2,4
"p000995","rb",3,1,4
"p000996","rb",1,1,2
"p000997","rb",1,1,2
"p000998","rb",1,2,3
